#{"t_start": 1733920821.795156, "env_id": "HalfCheetah-v4"}
r,l,t
1118.539478,1000,80.530464
1171.409518,1000,80.973136
1089.641597,1000,81.436584
1220.376599,1000,81.891111
1160.000168,1000,82.337139
1134.143175,1000,82.782367
1136.964758,1000,83.21875
1079.729269,1000,83.697284
1148.98428,1000,84.134124
1217.804641,1000,84.575167
1217.879556,1000,85.016955
1254.272023,1000,85.464295
1202.860538,1000,86.616679
1305.445071,1000,87.061041
1247.062247,1000,87.518629
1199.616227,1000,87.966143
1258.69812,1000,88.411921
1212.227386,1000,88.8996
1322.381377,1000,89.339611
1266.866689,1000,89.791798
1271.241591,1000,90.067268
1300.543616,1000,90.521582
1293.070409,1000,90.955865
1279.18887,1000,91.399733
1307.128906,1000,91.848055
1281.82666,1000,92.994549
1166.704564,1000,93.437585
1265.662477,1000,93.87481
1270.608709,1000,94.334264
1190.637385,1000,94.765398
1273.895842,1000,95.20455
1262.588886,1000,95.642394
1362.601005,1000,96.07441
1325.034858,1000,96.513926
1309.432634,1000,96.949956
1362.194303,1000,97.432301
1397.130584,1000,97.864806
1395.405868,1000,99.057081
1353.09865,1000,99.4983
1260.807028,1000,99.939421
1373.585347,1000,100.45427
1331.352822,1000,100.915138
1366.831307,1000,101.359567
1313.125703,1000,101.794875
1373.728082,1000,102.237041
1347.551567,1000,102.684681
1412.257165,1000,103.122195
1397.262357,1000,103.587684
1326.059504,1000,104.031978
1438.671732,1000,104.467212
1379.960155,1000,105.637506
1325.217847,1000,106.125129
1353.563836,1000,106.575577
1423.753987,1000,107.027685
1415.071596,1000,107.476594
1427.781533,1000,107.924303
1392.860863,1000,108.378472
1365.642031,1000,108.926983
1437.278282,1000,109.374134
1454.532565,1000,109.81889
1487.473264,1000,110.266196
1445.179271,1000,110.704799
1397.822294,1000,111.857794
1466.753972,1000,112.126115
1504.952143,1000,112.561032
1460.053313,1000,113.035368
1466.38258,1000,113.485917
1434.982401,1000,113.926897
1430.264636,1000,114.363499
1441.461714,1000,114.805342
1411.261305,1000,115.236532
1426.041246,1000,115.674114
1429.395256,1000,116.110108
1491.497681,1000,116.541399
1538.472245,1000,116.977638
1473.587654,1000,118.148835
1482.460091,1000,118.581066
1471.686429,1000,119.109138
1519.102684,1000,119.58947
1503.243191,1000,120.025244
1466.749122,1000,120.464588
1450.895784,1000,120.908318
1443.839658,1000,121.360312
1447.092211,1000,121.789451
1439.245726,1000,122.222722
1437.433544,1000,122.661892
1449.750949,1000,123.102759
1517.681146,1000,124.27235
1522.836781,1000,124.713461
1541.750985,1000,125.169222
1467.099062,1000,125.614551
1538.040379,1000,126.059678
1512.943248,1000,126.495059
1410.78992,1000,126.928565
1529.611923,1000,127.424437
1517.470086,1000,127.864423
1559.428353,1000,128.307269
1528.926295,1000,128.757184
1493.973346,1000,129.231044
1576.161128,1000,129.669708
1467.309641,1000,130.826487
1469.455748,1000,131.260219
1518.289558,1000,131.725398
1538.297487,1000,132.172253
1545.598088,1000,132.727083
-273.245439,1000,133.001355
1547.69855,1000,133.444212
1594.274084,1000,133.895585
1546.206541,1000,134.346961
1526.75316,1000,134.960868
1463.347065,1000,135.503933
1547.209765,1000,135.95379
1560.939175,1000,137.131344
1546.937861,1000,137.584211
1474.843548,1000,138.025887
1521.263918,1000,138.509756
1360.934014,1000,138.996948
1561.938171,1000,139.458593
1514.513763,1000,139.909063
1546.985313,1000,140.354076
1502.915246,1000,140.800414
1570.987844,1000,141.239698
1539.933152,1000,141.69723
1571.93833,1000,142.143154
1532.678177,1000,142.585685
1505.818114,1000,143.743224
1496.884097,1000,144.18545
1540.692719,1000,144.684494
1549.603508,1000,145.135493
1536.604839,1000,145.589877
1573.89012,1000,146.024118
1517.556544,1000,146.467296
1422.822538,1000,146.910712
1500.54928,1000,147.36393
1526.564538,1000,147.805906
1568.39985,1000,148.256137
1591.25059,1000,148.692776
1534.505716,1000,149.865439
359.213277,1000,150.307497
1537.400903,1000,150.756389
1569.871763,1000,151.217904
1584.256455,1000,151.674306
1515.975763,1000,152.116358
1589.304174,1000,152.552971
1437.260169,1000,153.000686
-303.634439,1000,153.441169
1279.061661,1000,153.894209
1350.253564,1000,154.342404
1538.741609,1000,154.616075
1424.113525,1000,155.055134
1561.402969,1000,156.193015
1497.935569,1000,156.641404
1517.572232,1000,157.075333
1494.674192,1000,157.537399
1422.771785,1000,157.979499
1545.253701,1000,158.418608
1573.19797,1000,158.863301
1507.781026,1000,159.357039
1519.746836,1000,159.789161
1454.84144,1000,160.229584
1542.250745,1000,160.660544
1539.671049,1000,161.099393
1537.176488,1000,162.249015
1512.323022,1000,162.684959
1588.529064,1000,163.126655
1612.187642,1000,163.588633
1539.900871,1000,164.038511
1566.458438,1000,164.471435
1567.155096,1000,164.909994
1508.363979,1000,165.349892
1490.400083,1000,165.789267
1580.620326,1000,166.233172
1603.496694,1000,166.71039
1592.237406,1000,167.161206
1566.163143,1000,167.617716
1586.167118,1000,168.790534
1602.013967,1000,169.295085
1573.996978,1000,169.771303
1593.30301,1000,170.232638
1605.875769,1000,170.685005
1586.248387,1000,171.123652
1586.999693,1000,171.568435
1578.8835,1000,172.008662
1609.966482,1000,172.453443
1572.23842,1000,172.892403
1602.018449,1000,173.324435
1592.328614,1000,173.764827
1530.147585,1000,174.907355
1612.272823,1000,175.344918
1594.492672,1000,175.793422
1616.410452,1000,176.254565
1599.771808,1000,176.531873
1581.523942,1000,176.975939
1582.690099,1000,177.423615
1574.409963,1000,177.860584
1557.297671,1000,178.295063
1587.592564,1000,178.734853
1579.686669,1000,179.237417
1587.118174,1000,179.672002
1473.631671,1000,180.111882
1581.62741,1000,181.25479
1537.503154,1000,181.689824
1480.062756,1000,182.139584
1597.091351,1000,182.58676
1564.527758,1000,183.03899
1617.46222,1000,183.500265
1521.714738,1000,183.944144
1585.351433,1000,184.449408
1608.040987,1000,184.877041
1554.388519,1000,185.338642
1558.08741,1000,185.778071
1563.169996,1000,186.212474
1614.960715,1000,187.383656
1521.17849,1000,187.833608
1594.547594,1000,188.285515
1569.895134,1000,188.740294
1547.4382,1000,189.244919
1552.163511,1000,189.687446
1633.73524,1000,190.125435
1582.884641,1000,190.564467
1579.023202,1000,191.006468
1636.010196,1000,191.431448
1554.089294,1000,191.865807
1527.721842,1000,192.296897
1551.047851,1000,192.856193
1631.084556,1000,194.009051
1633.312222,1000,194.505616
1576.408163,1000,195.063666
1657.479955,1000,195.515478
1611.521958,1000,195.968
1561.979559,1000,196.405366
1609.922538,1000,196.85584
1550.630771,1000,197.301907
1623.60335,1000,197.578399
1591.263603,1000,198.046939
1623.372368,1000,198.509594
1624.524653,1000,198.952814
1645.328421,1000,200.193116
1565.554124,1000,200.64381
1662.546806,1000,201.101507
1637.230485,1000,201.626022
1650.305208,1000,202.098068
1660.866469,1000,202.572034
1617.824596,1000,203.030403
1669.53206,1000,203.503223
1616.693863,1000,204.01352
1655.61817,1000,204.466179
1642.962091,1000,204.91029
1690.161666,1000,205.345887
1657.071339,1000,205.790807
1641.69502,1000,206.948034
1695.919311,1000,207.376666
1636.189104,1000,207.830561
1687.500732,1000,208.28292
1698.341299,1000,208.71799
1640.534668,1000,209.215199
1621.706394,1000,209.65776
1654.930531,1000,210.111806
1633.965132,1000,210.542474
1673.136923,1000,210.980597
1598.737676,1000,211.418802
1668.647052,1000,211.856889
1677.074793,1000,213.002674
1664.366919,1000,213.437474
1656.036546,1000,213.883999
1677.244928,1000,214.336326
1694.316201,1000,214.775738
1657.757437,1000,215.203137
1681.553247,1000,215.642261
1675.48777,1000,216.087888
1666.707754,1000,216.570997
1671.12185,1000,217.013652
1601.946822,1000,217.464773
1631.440655,1000,217.923194
1603.282606,1000,218.414633
1550.883761,1000,219.60199
1596.739148,1000,219.874614
1672.174035,1000,220.315032
1599.838531,1000,220.760501
1525.661381,1000,221.204396
1687.544537,1000,221.644335
1588.509699,1000,222.073718
1622.765292,1000,222.517468
1651.090864,1000,222.951254
1596.011048,1000,223.386036
1670.658997,1000,223.820655
1587.017509,1000,224.272369
1702.226902,1000,225.422248
1597.359093,1000,225.860625
1626.887725,1000,226.311452
1596.810822,1000,226.775263
1623.524289,1000,227.226088
1666.307039,1000,227.67521
1593.359148,1000,228.122119
1666.128066,1000,228.563561
1622.47936,1000,229.039832
1587.084933,1000,229.580029
1686.170537,1000,230.034245
1666.686079,1000,230.498208
1636.444192,1000,230.944579
1608.482933,1000,232.117667
1567.039677,1000,232.5656
1669.107283,1000,233.089501
1599.146635,1000,233.533909
1580.479321,1000,233.970165
1654.249568,1000,234.413024
1625.216934,1000,234.865233
1681.995569,1000,235.30126
1668.56134,1000,235.732767
1645.609754,1000,236.180059
1612.992321,1000,236.621701
1660.060511,1000,237.062581
1646.96973,1000,238.21742
1709.293654,1000,238.653795
1628.8006,1000,239.126991
1650.732101,1000,239.632955
1643.873717,1000,240.07786
1651.757649,1000,240.518224
1697.904715,1000,240.95462
1722.4749,1000,241.222655
1560.314234,1000,241.659257
1690.632025,1000,242.096436
1634.574639,1000,242.530535
1575.047504,1000,242.96098
1614.773747,1000,243.393872
1722.524898,1000,244.546098
1632.723566,1000,244.984435
1690.848767,1000,245.427199
1651.310216,1000,245.873551
1666.33246,1000,246.310728
1645.797078,1000,246.753938
1599.941752,1000,247.185161
1645.475816,1000,247.671442
1610.623054,1000,248.118973
1585.940263,1000,248.570741
1676.536632,1000,249.009361
1728.932936,1000,249.482578
1675.521633,1000,250.648068
1697.561081,1000,251.098586
1640.260878,1000,251.533188
1661.964156,1000,251.98177
1694.084441,1000,252.438776
1679.931977,1000,252.970223
1683.589912,1000,253.417629
1682.397471,1000,253.864216
1705.727075,1000,254.309017
1604.541552,1000,254.910847
1683.162799,1000,255.423548
1715.817488,1000,255.85682
1646.65741,1000,256.311231
