#{"t_start": 1733922440.811038, "env_id": "HalfCheetah-v4"}
r,l,t
816.960657,1000,147.252558
732.70542,1000,147.786644
794.176536,1000,148.275232
689.157532,1000,148.758975
714.500434,1000,150.088845
591.184202,1000,150.661794
233.247453,1000,151.179462
392.866049,1000,151.75179
-133.316785,1000,152.234466
74.248298,1000,152.797956
790.264519,1000,153.310039
-116.950855,1000,153.809109
705.345335,1000,154.331547
853.780169,1000,154.845766
816.198605,1000,155.33431
819.568018,1000,155.830111
605.489989,1000,156.439879
442.437505,1000,156.960004
908.51445,1000,157.458858
584.606672,1000,157.955184
657.668084,1000,158.457975
851.985945,1000,158.970514
1025.92815,1000,159.508389
955.023745,1000,159.993418
999.508294,1000,160.614168
942.102665,1000,161.255002
884.380447,1000,161.839194
-410.339796,1000,162.442316
869.591656,1000,163.047578
874.141792,1000,164.364614
981.789427,1000,164.850271
986.873159,1000,165.35595
880.679852,1000,165.960941
916.760352,1000,166.503303
889.855818,1000,167.02824
1013.849609,1000,167.520337
1024.36405,1000,168.07167
918.821363,1000,168.633291
984.823025,1000,169.254764
1036.011579,1000,169.747633
926.165398,1000,170.235678
1005.674874,1000,170.767809
825.025707,1000,171.297104
831.785775,1000,171.913251
764.986795,1000,172.491546
921.252625,1000,172.971328
933.990152,1000,173.494082
-552.180926,1000,174.001738
686.388918,1000,174.59041
752.290837,1000,175.108674
764.542441,1000,175.609044
894.67747,1000,176.098675
984.986353,1000,176.592427
907.991332,1000,177.093949
988.07485,1000,178.391081
1038.745811,1000,178.883112
862.99113,1000,179.358562
1008.805399,1000,179.837754
992.848906,1000,180.352563
1017.909736,1000,180.8963
-536.87126,1000,181.413555
807.123424,1000,181.902502
883.539489,1000,182.403584
891.630621,1000,182.906755
984.926691,1000,183.400371
812.174673,1000,183.900888
897.070603,1000,184.402211
861.228918,1000,184.916312
919.703008,1000,185.411407
936.554072,1000,185.913065
349.376276,1000,186.414041
949.135129,1000,186.901299
927.397324,1000,187.414153
1063.168528,1000,187.916179
913.136408,1000,188.471148
919.338431,1000,188.970192
1061.304615,1000,189.470604
961.576074,1000,189.985987
1002.156693,1000,190.481163
988.070643,1000,191.937201
945.708618,1000,192.638325
1045.932721,1000,193.243812
638.341184,1000,193.808599
939.002013,1000,194.422606
967.811506,1000,194.990224
955.944222,1000,195.511468
919.410933,1000,196.065864
940.258844,1000,196.685541
923.143061,1000,197.211733
965.286474,1000,197.738221
876.454575,1000,198.360976
-157.343338,1000,198.972782
966.75109,1000,199.524334
975.161408,1000,200.130928
-6.776715,1000,200.693346
219.222768,1000,201.280054
972.383963,1000,201.790668
965.260682,1000,202.28405
960.701157,1000,202.957777
1005.203533,1000,203.444989
1015.292573,1000,203.957252
995.87203,1000,204.50657
1019.108099,1000,205.050567
968.944756,1000,205.61809
1028.700138,1000,206.888289
1026.97116,1000,207.414519
1002.265902,1000,208.07856
929.945529,1000,208.626633
991.681083,1000,209.104619
961.903196,1000,209.581514
825.564645,1000,210.092514
566.32686,1000,210.59544
890.376248,1000,211.154981
991.443048,1000,211.649371
1001.487937,1000,212.147657
-372.65754,1000,212.662173
863.89831,1000,213.139152
922.940888,1000,213.621274
973.645944,1000,214.105326
975.999055,1000,214.581918
-394.609942,1000,215.117315
96.339862,1000,215.704575
818.834469,1000,216.283366
903.695987,1000,216.831285
1033.548968,1000,217.341904
931.526575,1000,217.871203
838.045957,1000,218.562886
-496.871657,1000,219.118126
796.156574,1000,219.634125
814.044297,1000,221.089361
884.54156,1000,221.62698
972.458817,1000,222.124561
1053.495835,1000,222.654868
1001.894363,1000,223.22369
992.310335,1000,223.768296
1079.936552,1000,224.338265
978.212486,1000,224.870337
866.958041,1000,225.355739
1123.131973,1000,225.849698
776.027991,1000,226.343892
837.272942,1000,226.850702
767.67727,1000,227.411931
1079.089322,1000,227.95548
928.925625,1000,228.516966
1002.864858,1000,229.061213
922.471718,1000,229.600887
1021.462997,1000,230.17899
879.287124,1000,230.708324
1109.883206,1000,231.302864
988.631186,1000,231.891529
1063.177195,1000,232.481623
969.141023,1000,233.073183
774.055123,1000,233.625642
905.038405,1000,234.150105
930.696576,1000,235.459886
537.230162,1000,236.004467
644.59735,1000,236.500801
364.280036,1000,237.024548
477.619923,1000,237.59707
413.925027,1000,238.162153
809.464831,1000,238.718145
792.41066,1000,239.259174
883.843825,1000,239.730776
955.326632,1000,240.219722
865.784169,1000,240.714685
-355.037561,1000,241.296952
466.937657,1000,241.796955
494.150057,1000,242.396602
290.148005,1000,242.928978
512.312021,1000,243.413687
511.908226,1000,243.891135
-76.913035,1000,244.372983
533.750896,1000,244.848241
529.502479,1000,245.317152
12.835095,1000,245.79814
459.654943,1000,246.273005
483.217434,1000,246.75399
421.702828,1000,247.229375
497.687625,1000,247.704575
359.721302,1000,248.953424
611.448219,1000,249.445117
518.598232,1000,249.945563
460.980253,1000,250.442814
702.877716,1000,250.931624
978.311889,1000,251.465958
848.46822,1000,251.940864
962.826752,1000,252.451464
571.476511,1000,252.930039
984.29063,1000,253.443834
990.970438,1000,253.983043
574.629938,1000,254.495793
314.44616,1000,254.995461
562.280373,1000,255.566377
481.375879,1000,256.137052
593.335455,1000,256.666
506.455172,1000,257.149676
598.021616,1000,257.650738
585.991356,1000,258.146386
749.754771,1000,258.746032
893.263829,1000,259.312503
458.989122,1000,259.817096
828.480835,1000,260.310919
739.02562,1000,260.801474
665.862665,1000,261.322066
687.835383,1000,262.59687
-119.47692,1000,263.087444
921.795583,1000,263.603845
513.56722,1000,264.096012
531.133736,1000,264.575969
602.517566,1000,265.049215
677.409488,1000,265.533727
908.114584,1000,266.019922
931.438869,1000,266.508488
1056.196968,1000,266.997571
1106.259151,1000,267.578642
1011.327756,1000,268.147549
1024.226653,1000,268.847457
1112.114625,1000,269.459263
1119.671533,1000,270.007017
939.210982,1000,270.525673
923.201538,1000,271.285165
856.798976,1000,272.017862
666.264629,1000,272.575698
821.815265,1000,273.089709
962.491501,1000,273.642483
1040.197748,1000,274.142374
1099.357728,1000,274.627176
1015.142264,1000,275.153134
915.752429,1000,275.709721
1076.846889,1000,277.057731
581.731954,1000,277.56693
1052.906789,1000,278.172199
968.371463,1000,278.723061
-477.379354,1000,279.296062
792.877676,1000,279.898595
1015.046387,1000,280.456022
1065.70971,1000,281.052551
658.753646,1000,281.609573
886.88289,1000,282.17637
975.042885,1000,282.882563
822.473155,1000,283.51318
-87.738611,1000,284.100368
1012.926879,1000,284.607926
994.659006,1000,285.13364
998.190267,1000,285.67079
1044.540023,1000,286.287951
573.962239,1000,286.885412
868.438727,1000,287.498948
1105.080143,1000,288.12046
962.19708,1000,288.768657
936.683547,1000,289.379791
-599.096382,1000,289.951788
-437.010122,1000,290.568526
-500.569474,1000,291.211068
-505.44049,1000,292.637031
-504.175895,1000,293.202588
-505.023198,1000,293.729656
252.159544,1000,294.327599
379.120343,1000,294.950223
883.940225,1000,295.578696
826.524316,1000,296.18238
965.539066,1000,296.739142
920.489934,1000,297.29967
840.434793,1000,297.814187
940.62088,1000,298.344516
150.430112,1000,298.919215
827.746971,1000,299.471794
718.01885,1000,300.085087
762.253565,1000,300.601977
792.460227,1000,301.110343
869.053296,1000,301.737669
913.898421,1000,302.368883
941.753984,1000,302.933254
904.399219,1000,303.477357
897.095271,1000,303.953413
789.838848,1000,304.449407
1007.06874,1000,304.942155
608.595692,1000,305.427393
982.836602,1000,305.920219
938.576306,1000,307.193807
1053.50946,1000,307.671306
1083.334084,1000,308.180551
968.120356,1000,308.750539
906.91205,1000,309.268858
750.096617,1000,309.758461
746.864296,1000,310.246496
725.369278,1000,310.738951
826.803627,1000,311.288439
754.284064,1000,311.824405
883.360369,1000,312.336455
649.775049,1000,312.818082
268.505015,1000,313.298155
862.291517,1000,313.789949
798.169824,1000,314.277677
526.896146,1000,314.766809
709.919752,1000,315.254945
302.525153,1000,315.771728
653.00439,1000,316.313203
918.057034,1000,316.851246
916.225547,1000,317.389314
650.056531,1000,317.87434
841.455516,1000,318.38105
852.593107,1000,319.008895
814.458773,1000,319.54628
966.683248,1000,320.877093
832.722007,1000,321.50368
787.055419,1000,322.171957
865.00378,1000,322.709978
911.244836,1000,323.209177
986.550751,1000,323.715644
909.759452,1000,324.209992
680.608343,1000,324.705086
830.605578,1000,325.218095
712.059149,1000,325.713881
815.953762,1000,326.220411
-452.682901,1000,326.741979
861.927268,1000,327.273616
866.750911,1000,327.812246
755.617898,1000,328.333221
817.02563,1000,328.846921
859.637869,1000,329.357979
829.57603,1000,329.914363
807.595117,1000,330.442216
476.376482,1000,330.949852
715.563247,1000,331.458887
761.805372,1000,332.061533
748.048265,1000,332.692137
805.241713,1000,333.197725
690.927607,1000,333.684156
799.347066,1000,334.985565
829.381562,1000,335.544395
720.672332,1000,336.108417
763.202212,1000,336.675232
770.804693,1000,337.308148
814.147499,1000,337.878287
900.166943,1000,338.470889
694.765588,1000,338.982954
858.338478,1000,339.517785
710.808172,1000,340.024101
743.016105,1000,340.541018
371.656792,1000,341.047192
887.236696,1000,341.559178
726.573747,1000,342.108292
903.586874,1000,342.623123
1064.288107,1000,343.121237
-585.029271,1000,343.628167
-503.96758,1000,344.157729
-447.342565,1000,344.66659
311.125872,1000,345.176055
-552.359558,1000,345.690539
-862.195295,1000,346.217954
-559.162941,1000,346.736631
-500.885201,1000,347.254897
-455.730541,1000,347.765078
-478.159745,1000,349.107247
-421.219117,1000,349.634168
-440.7829,1000,350.188112
-425.032268,1000,350.762296
-411.348339,1000,351.320548
-389.499407,1000,351.933588
-400.312461,1000,352.479115
-409.151069,1000,353.086228
-358.27945,1000,353.701866
-393.719977,1000,354.224078
-354.289491,1000,354.724253
-352.119527,1000,355.22561
-373.689674,1000,355.730935
-341.482812,1000,356.269736
-281.323852,1000,356.775599
-299.276799,1000,357.269913
444.463459,1000,357.781575
220.864103,1000,358.268849
-40.426906,1000,358.778996
538.765864,1000,359.301771
641.600123,1000,359.825677
749.689464,1000,360.351069
626.989885,1000,360.849047
712.064559,1000,361.336082
630.09747,1000,361.862029
973.005808,1000,363.160805
949.056657,1000,363.646286
929.689662,1000,364.146658
-325.746313,1000,364.683321
1004.604675,1000,365.17789
884.90588,1000,365.672382
721.495892,1000,366.175192
832.806512,1000,366.674871
358.414579,1000,367.160734
280.558398,1000,367.725443
739.076837,1000,368.239583
432.417842,1000,368.779376
691.156888,1000,369.263835
701.181959,1000,369.795985
244.25019,1000,370.303047
324.286575,1000,370.80368
722.276238,1000,371.295415
338.998507,1000,371.803298
411.333953,1000,372.374886
425.506258,1000,372.860531
518.241787,1000,373.356409
580.832209,1000,373.853835
-484.671703,1000,374.358867
512.482224,1000,374.873734
403.164468,1000,375.374901
757.299671,1000,376.646294
648.270178,1000,377.217564
631.234826,1000,377.744899
636.063741,1000,378.253593
714.065142,1000,378.848354
645.478183,1000,379.439329
433.532468,1000,379.925067
690.389084,1000,380.408278
730.223818,1000,380.939898
811.243349,1000,381.427168
402.235026,1000,381.909892
-451.819598,1000,382.445788
-501.752844,1000,382.928983
-445.106202,1000,383.404633
-496.519925,1000,383.900527
-318.016173,1000,384.420071
-304.364972,1000,384.900555
431.659669,1000,385.414203
455.341019,1000,386.004979
387.866133,1000,386.623179
524.444667,1000,387.103387
669.066218,1000,387.589674
599.319682,1000,388.185727
835.92571,1000,388.678795
705.266907,1000,389.151887
669.271004,1000,390.420496
591.027722,1000,390.895088
743.727877,1000,391.436559
743.980499,1000,391.969426
670.083651,1000,392.551145
485.985515,1000,393.054653
750.678313,1000,393.542749
743.49792,1000,394.039519
390.762304,1000,394.513508
780.261586,1000,395.023237
782.297318,1000,395.520126
486.647018,1000,396.008558
139.292922,1000,396.50774
890.21736,1000,396.984609
829.091322,1000,397.464147
450.705783,1000,397.943416
673.430385,1000,398.461616
-15.8529,1000,398.986597
486.276618,1000,399.477005
625.304745,1000,399.968074
714.971549,1000,400.471695
719.381777,1000,400.997503
1077.290512,1000,401.481092
905.992843,1000,401.964532
880.861708,1000,402.552539
863.981809,1000,403.862037
792.770663,1000,404.372887
957.343578,1000,404.903777
789.435224,1000,405.418867
907.15251,1000,405.901423
907.142885,1000,406.444292
1016.088572,1000,406.932045
916.329287,1000,407.422804
924.304529,1000,407.913538
757.529183,1000,408.39868
787.418072,1000,408.931814
681.313063,1000,409.468992
667.614856,1000,409.995994
683.683023,1000,410.526481
830.200309,1000,411.052162
785.547123,1000,411.582112
797.688312,1000,412.110008
743.227312,1000,412.680468
886.37015,1000,413.20968
867.694062,1000,413.742422
1046.518459,1000,414.267899
1006.683637,1000,414.75722
926.598788,1000,415.232685
841.819082,1000,415.708027
663.911186,1000,416.183556
983.737795,1000,417.447164
912.333425,1000,417.985176
893.737194,1000,418.521648
869.304466,1000,419.023017
870.618169,1000,419.519514
1029.609539,1000,420.025129
875.85648,1000,420.511388
973.905188,1000,421.024377
925.658535,1000,421.518818
1063.896497,1000,422.009002
994.416073,1000,422.539661
1100.223557,1000,423.019795
787.756518,1000,423.496188
758.917101,1000,423.989138
726.387522,1000,424.461154
460.308576,1000,424.958622
810.622159,1000,425.430655
871.387509,1000,425.933836
701.81419,1000,426.436736
861.86544,1000,426.910301
